VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020-04-01 02:35:38,2020-04-01 02:43:58,1,5.90,5,N,74,138,1,20,0,0,0,0,0.3,20.3,0
2,2020-04-01 02:06:55,2020-04-01 02:17:27,1,2.72,1,N,79,88,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2020-04-01 02:29:54,2020-04-01 02:33:27,1,1.52,1,N,90,48,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 02:39:47,2020-04-01 02:45:27,1,1.94,1,N,230,238,2,-8,-0.5,-0.5,0,0,-0.3,-11.8,-2.5
2,2020-04-01 02:39:47,2020-04-01 02:45:27,1,1.94,1,N,230,238,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 02:16:51,2020-04-01 02:25:48,1,2.01,1,N,116,41,2,9.5,0.5,0.5,0,0,0.3,10.8,0
1,2020-04-01 02:06:25,2020-04-01 02:10:26,1,1.70,1,N,74,75,2,7,0.5,0.5,0,0,0.3,8.3,0
1,2020-04-01 02:14:04,2020-04-01 02:24:08,2,3.10,1,N,159,78,2,11,0.5,0.5,0,0,0.3,12.3,0
1,2020-04-01 02:25:33,2020-04-01 02:32:30,1,2.30,1,N,78,32,2,9,0.5,0.5,0,0,0.3,10.3,0
2,2020-04-01 02:06:56,2020-04-01 02:08:18,1,.45,1,N,238,239,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
1,2020-04-01 02:11:34,2020-04-01 02:13:47,1,.30,1,N,238,151,2,4,0.5,0.5,0,0,0.3,5.3,0
2,2020-04-01 02:02:02,2020-04-01 02:34:40,1,16.39,1,N,132,80,1,46.5,0.5,0.5,0,0,0.3,47.8,0
2,2020-04-01 01:56:16,2020-04-01 02:00:57,1,.93,1,N,162,48,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 02:03:18,2020-04-01 02:04:13,0,.30,1,N,164,170,2,3,3,0.5,0,0,0.3,6.8,2.5
1,2020-04-01 02:05:09,2020-04-01 02:11:55,0,1.10,1,N,170,186,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,2020-04-01 02:54:27,2020-04-01 03:02:58,1,1.20,1,N,186,107,2,8,3,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 02:46:56,2020-04-01 02:55:44,2,3.31,1,N,74,42,1,11.5,0.5,0.5,2.56,0,0.3,17.31,0
2,2020-04-01 02:29:53,2020-04-01 02:33:59,1,1.40,1,N,107,164,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 02:40:34,2020-04-01 02:45:26,2,1.31,1,N,68,68,1,6,0.5,0.5,0,0,0.3,9.8,2.5
1,2020-04-01 02:05:21,2020-04-01 02:24:03,1,5.20,1,N,238,164,1,19,3,0.5,4.55,0,0.3,27.35,2.5
2,2020-02-02 21:48:34,2020-02-02 22:27:44,1,11.28,1,N,186,17,1,37,0.5,0.5,8.16,0,0.3,48.96,2.5
2,2020-04-01 02:24:38,2020-04-01 02:29:42,1,1.13,1,N,237,230,1,6,0.5,0.5,2.2,0,0.3,12,2.5
2,2020-04-01 02:35:36,2020-04-01 02:43:27,1,2.81,1,N,142,166,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2020-03-07 13:40:17,2020-03-07 13:41:04,1,.02,1,N,264,264,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2020-03-07 13:41:34,2020-03-07 13:57:01,1,1.66,1,N,236,163,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,2020-03-07 14:03:21,2020-03-07 14:03:25,1,.00,1,N,161,161,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2020-03-07 14:11:24,2020-03-07 14:26:39,1,2.09,1,N,230,239,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,2020-04-01 03:46:54,2020-04-01 03:51:51,1,1.10,1,N,236,238,2,6,3,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 03:37:40,2020-04-01 04:31:24,1,20.63,4,N,142,169,2,85,0.5,0.5,0,0,0.3,88.8,2.5
2,2020-04-01 03:13:20,2020-04-01 03:18:08,1,1.51,1,N,48,90,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 03:07:10,2020-04-01 03:33:33,1,10.51,1,N,100,127,1,31.5,0.5,0.5,0,0,0.3,35.3,2.5
2,2020-04-01 03:40:34,2020-04-01 04:37:19,1,25.33,1,N,127,188,1,72,0.5,0.5,0,6.12,0.3,79.42,0
2,2020-04-01 03:33:22,2020-04-01 03:50:37,3,8.01,1,N,48,138,1,24,0.5,0.5,5.56,0,0.3,33.36,2.5
2,2020-04-01 03:33:38,2020-04-01 03:37:59,2,1.05,1,N,140,262,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 03:13:53,2020-04-01 03:29:20,1,3.71,1,N,186,238,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,2020-04-01 03:48:35,2020-04-01 03:58:45,1,7.96,1,N,262,65,1,22.5,0.5,0.5,7.71,0,0.3,34.01,2.5
2,2020-04-01 03:25:57,2020-04-01 03:37:30,1,4.80,1,N,74,100,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,2020-04-01 03:23:06,2020-04-01 03:51:00,2,8.66,1,N,48,188,2,28.5,0.5,0.5,0,0,0.3,32.3,2.5
2,2020-04-01 03:04:46,2020-04-01 03:11:15,1,1.55,1,N,100,143,2,7,0.5,0.5,0,0,0.3,10.8,2.5
1,2020-04-01 03:27:59,2020-04-01 03:43:30,1,2.80,1,N,140,238,1,13,3,0.5,5,0,0.3,21.8,2.5
2,2020-04-01 03:31:58,2020-04-01 03:38:40,5,1.50,1,N,238,24,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2020-04-01 03:16:17,2020-04-01 03:23:44,1,1.74,1,N,48,234,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 03:30:44,2020-04-01 03:44:23,1,4.67,1,N,48,226,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
1,2020-04-01 03:07:37,2020-04-01 03:24:31,1,6.10,1,N,41,48,1,20.5,3,0.5,0,0,0.3,24.3,2.5
1,2020-04-01 03:45:10,2020-04-01 03:53:15,1,3.30,1,N,79,141,2,10.5,3,0.5,0,0,0.3,14.3,2.5
2,2020-04-01 03:53:57,2020-04-01 04:02:57,4,2.89,1,N,238,230,1,10.5,0.5,0.5,2.86,0,0.3,19.11,2.5
1,2020-04-01 03:25:48,2020-04-01 03:34:06,0,2.70,1,N,141,74,2,10,3,0.5,0,0,0.3,13.8,2.5
1,2020-04-01 03:22:19,2020-04-01 03:28:32,1,1.40,1,N,186,48,2,7,3,0.5,0,0,0.3,10.8,2.5
1,2020-04-01 03:40:53,2020-04-01 03:45:57,1,1.30,1,N,186,249,2,6.5,3,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 03:42:08,2020-04-01 03:42:53,1,.14,1,N,91,39,1,2.5,0.5,0.5,0,0,0.3,5.75,0
2,2020-04-01 03:03:49,2020-04-01 03:10:35,2,1.85,1,N,48,90,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
1,2020-04-01 03:50:34,2020-04-01 03:58:41,1,3.80,1,N,238,244,2,12.5,0.5,0.5,0,0,0.3,13.8,0
2,2020-02-02 22:45:15,2020-02-02 23:03:23,1,4.13,1,N,65,90,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2020-02-02 23:04:57,2020-02-02 23:18:23,1,2.07,1,N,90,79,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2020-04-01 03:46:43,2020-04-01 03:55:23,1,1.75,1,N,140,263,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
1,2020-04-01 03:13:17,2020-04-01 03:17:07,1,1.00,1,N,186,50,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 03:25:46,2020-04-01 03:40:45,1,8.60,1,N,43,138,2,24.5,0.5,0.5,0,6.12,0.3,31.92,0
2,2020-03-07 14:29:23,2020-03-07 14:44:28,1,2.10,1,N,239,230,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2020-03-07 14:46:16,2020-03-07 14:54:07,1,.85,1,N,230,230,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
1,2020-04-01 04:07:58,2020-04-01 04:22:49,1,3.70,1,N,145,129,2,14.5,0.5,0.5,0,0,0.3,15.8,0
1,2020-04-01 04:28:51,2020-04-01 04:42:48,1,3.70,1,N,129,146,2,14,0.5,0.5,0,0,0.3,15.3,0
1,2020-04-01 04:57:49,2020-04-01 05:04:35,1,1.90,1,N,264,264,2,7.5,0.5,0.5,0,0,0.3,8.8,0
2,2020-04-01 04:00:00,2020-04-01 04:05:47,1,1.86,1,N,152,244,2,7.5,0.5,0.5,0,0,0.3,8.8,0
1,2020-04-01 04:20:34,2020-04-01 04:34:29,1,.00,1,N,215,98,1,19.2,0,0.5,0,0,0.3,20,0
1,2020-04-01 04:43:35,2020-04-01 04:54:10,1,.00,1,N,73,121,1,14.2,0,0.5,0,0,0.3,15,0
2,2020-04-01 05:29:51,2020-04-01 05:30:20,1,.13,1,N,140,140,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,2020-04-01 05:48:25,2020-04-01 05:51:22,1,.46,1,N,237,140,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 04:30:23,2020-04-01 04:41:50,1,2.20,1,N,143,140,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2020-04-01 04:44:22,2020-04-01 04:49:19,1,1.05,1,N,140,162,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 04:28:27,2020-04-01 04:32:45,1,.97,1,N,166,41,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,2020-04-01 04:44:20,2020-04-01 04:56:39,1,4.33,1,N,238,168,1,14,0.5,0.5,1,0,0.3,18.8,2.5
2,2020-04-01 04:06:17,2020-04-01 04:22:42,1,8.27,1,N,100,244,1,25.5,0.5,0.5,5.86,0,0.3,35.16,2.5
2,2020-04-01 04:47:08,2020-04-01 05:00:48,1,2.50,1,N,151,74,1,12.5,0.5,0.5,3.45,0,0.3,17.25,0
2,2020-04-01 04:11:32,2020-04-01 04:15:42,5,.86,1,N,229,237,1,5,0.5,0.5,2.2,0,0.3,11,2.5
2,2020-04-01 04:25:49,2020-04-01 04:36:41,5,2.85,1,N,236,170,1,11,0.5,0.5,0.74,0,0.3,17.49,2.5
2,2020-04-01 04:45:58,2020-04-01 04:52:58,5,1.82,1,N,140,162,1,8,0.5,0.5,2.36,0,0.3,16.11,2.5
2,2020-04-01 04:06:34,2020-04-01 04:10:30,1,.85,1,N,249,158,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 04:19:25,2020-04-01 04:24:09,1,1.44,1,N,90,230,1,6.5,0.5,0.5,2.06,0,0.3,14.31,2.5
1,2020-04-01 04:50:43,2020-04-01 04:55:35,2,.80,1,N,264,68,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 04:51:12,2020-04-01 04:59:26,1,.99,1,N,100,162,3,-6.5,-0.5,-0.5,0,0,-0.3,-10.3,-2.5
2,2020-04-01 04:51:12,2020-04-01 04:57:39,1,.99,1,N,100,162,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 04:46:52,2020-04-01 04:56:45,5,2.93,1,N,41,244,2,10.5,0.5,0.5,0,0,0.3,11.8,0
2,2020-04-01 04:13:31,2020-04-01 04:20:18,1,2.61,1,N,90,261,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2020-04-01 04:40:18,2020-04-01 05:24:51,1,15.51,1,N,48,147,2,49,0.5,0.5,0,0,0.3,52.8,2.5
1,2020-04-01 04:14:22,2020-04-01 04:31:46,1,.00,1,N,242,140,1,26.2,0,0.5,0,0,0.3,27,0
2,2020-04-01 04:39:28,2020-04-01 04:42:55,1,1.52,1,N,137,229,1,6,0.5,0.5,1,0,0.3,10.8,2.5
1,2020-04-01 04:15:39,2020-04-01 04:26:07,1,2.00,1,N,68,100,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
2,2020-04-01 04:43:24,2020-04-01 04:57:12,1,9.00,1,N,74,88,1,25.5,0.5,0.5,7.32,0,0.3,36.62,2.5
1,2020-04-01 04:30:23,2020-04-01 04:40:31,1,3.70,1,N,75,164,2,12.5,3,0.5,0,0,0.3,16.3,2.5
2,2020-04-01 04:33:12,2020-04-01 04:46:47,5,3.58,1,N,151,140,1,13.5,0.5,0.5,2,0,0.3,21.25,2.5
1,2020-04-01 04:50:57,2020-04-01 04:59:52,1,2.40,1,N,238,48,4,10,3,0.5,0,0,0.3,13.8,2.5
1,2020-04-01 04:43:46,2020-04-01 05:00:38,2,6.70,1,N,186,129,2,20.5,3,0.5,0,0,0.3,24.3,2.5
1,2020-04-01 04:30:24,2020-04-01 04:33:14,1,1.00,1,N,75,263,1,5,0.5,0.5,1,0,0.3,7.3,0
2,2020-04-01 04:35:02,2020-04-01 04:43:10,1,1.60,1,N,137,68,2,8,0.5,0.5,0,0,0.3,11.8,2.5
1,2020-04-01 04:47:26,2020-04-01 05:00:51,1,8.40,1,N,233,138,1,23.5,3,0.5,8.35,6.12,0.3,41.77,2.5
1,2020-04-01 04:46:55,2020-04-01 04:59:26,1,4.00,1,N,238,162,1,14,3,0.5,2,0,0.3,19.8,2.5
2,2020-02-02 23:27:41,2020-02-02 23:35:42,1,1.43,1,N,107,90,1,7.5,0.5,0.5,2.82,0,0.3,14.12,2.5
2,2020-02-02 23:36:19,2020-02-02 23:39:02,1,.73,1,N,186,100,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2020-02-02 23:45:51,2020-02-02 23:57:30,1,2.59,1,N,43,151,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2020-02-03 00:12:30,2020-02-03 00:15:44,1,1.05,1,N,41,42,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2020-04-01 04:48:11,2020-04-01 04:49:08,1,.00,1,N,75,75,3,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2020-03-07 15:49:30,2020-03-07 16:18:31,1,5.01,1,N,170,231,1,21,0.5,0.5,4.96,0,0.3,29.76,2.5
1,2020-04-01 05:07:12,2020-04-01 05:09:47,1,1.10,1,N,264,264,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2020-04-01 05:10:16,2020-04-01 05:19:11,1,.00,1,N,258,102,1,14.2,0,0.5,0,0,0.3,15,0
1,2020-04-01 05:36:58,2020-04-01 06:12:11,1,.00,1,N,76,50,1,46.2,0,0.5,0,6.12,0.3,53.12,0
1,2020-04-01 05:25:52,2020-04-01 05:31:00,1,.80,1,N,186,246,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 06:03:15,2020-04-01 06:07:58,1,.65,1,N,237,140,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 06:16:26,2020-04-01 06:20:28,1,.46,1,N,141,140,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 06:34:46,2020-04-01 06:39:28,1,.60,1,N,237,140,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 06:52:49,2020-04-01 06:56:54,1,.62,1,N,237,140,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 05:34:36,2020-04-01 05:55:08,1,13.21,1,N,261,214,1,37,0.5,0.5,5,18.36,0.3,64.16,2.5
2,2020-04-01 05:37:34,2020-04-01 05:42:58,1,1.15,1,N,50,162,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 05:57:24,2020-04-01 06:10:07,1,3.18,1,N,41,141,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2020-04-01 05:51:53,2020-04-01 06:12:39,6,7.68,1,N,231,133,2,23,0.5,0.5,0,0,0.3,30.7,2.5
1,2020-04-01 05:56:03,2020-04-01 06:18:02,1,.00,1,N,213,161,1,27.2,3,0.5,4.65,0,0.3,35.65,2.5
1,2020-04-01 05:35:38,2020-04-01 05:40:13,1,2.40,1,N,140,137,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,2020-04-01 05:53:58,2020-04-01 06:06:18,1,3.30,1,N,262,142,1,12.5,3,0.5,3.26,0,0.3,19.56,2.5
2,2020-04-01 05:04:41,2020-04-01 05:08:23,1,.80,1,N,74,74,1,5,0.5,0.5,1.57,0,0.3,7.87,0
2,2020-04-01 05:51:46,2020-04-01 05:58:40,1,2.55,1,N,48,237,2,9,0.5,0.5,0,0,0.3,12.8,2.5
1,2020-04-01 05:33:00,2020-04-01 05:41:42,1,2.60,1,N,262,161,1,10,3,0.5,2.75,0,0.3,16.55,2.5
1,2020-04-01 05:46:58,2020-04-01 05:59:40,0,3.90,1,N,263,68,2,13.5,2.5,0.5,0,0,0.3,16.8,2.5
1,2020-04-01 05:47:05,2020-04-01 05:56:36,1,4.70,1,N,75,137,1,15,3,0.5,0,0,0.3,18.8,2.5
2,2020-04-01 05:48:45,2020-04-01 06:03:08,1,3.90,1,N,146,239,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,2020-04-01 05:36:43,2020-04-01 05:41:04,3,1.85,1,N,162,137,1,7,0.5,0.5,3.24,0,0.3,14.04,2.5
1,2020-04-01 05:40:00,2020-04-01 05:44:38,1,1.30,1,N,162,162,1,6,0,0.5,2,0,0.3,8.8,0
2,2020-04-01 05:02:22,2020-04-01 05:08:00,4,.40,1,N,170,233,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2020-04-01 05:20:09,2020-04-01 05:24:23,6,.90,1,N,263,75,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 05:15:48,2020-04-01 05:27:21,1,6.57,1,N,132,215,2,19.5,0.5,0.5,0,0,0.3,20.8,0
2,2020-04-01 05:55:53,2020-04-01 06:06:47,3,3.49,1,N,239,164,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
1,2020-04-01 05:56:39,2020-04-01 06:04:17,1,1.80,1,N,143,48,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 05:10:31,2020-04-01 05:22:21,1,3.56,1,N,75,47,2,12,0.5,0.5,0,0,0.3,13.3,0
1,2020-04-01 05:29:49,2020-04-01 05:47:27,1,15.80,2,N,137,132,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5
1,2020-04-01 05:02:24,2020-04-01 05:14:31,1,3.90,1,N,100,75,1,13.5,3,0.5,1,0,0.3,18.3,2.5
1,2020-04-01 05:54:03,2020-04-01 06:05:24,1,3.90,1,N,100,13,2,13.5,2.5,0.5,0,0,0.3,16.8,2.5
2,2020-04-01 05:42:19,2020-04-01 05:49:33,1,1.97,1,N,239,75,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020-04-01 05:22:19,2020-04-01 05:40:56,1,6.15,1,N,142,168,1,19.5,0.5,0.5,0,0,0.3,23.3,2.5
1,2020-04-01 05:13:12,2020-04-01 05:26:08,1,5.30,1,N,100,152,2,17,3,0.5,0,0,0.3,20.8,2.5
1,2020-04-01 05:34:50,2020-04-01 05:49:11,1,3.50,1,N,151,68,2,14,3,0.5,0,0,0.3,17.8,2.5
1,2020-04-01 05:56:43,2020-04-01 05:59:28,2,.70,1,N,48,230,1,4.5,3,0.5,1.25,0,0.3,9.55,2.5
2,2020-04-01 05:10:09,2020-04-01 05:13:24,1,1.05,1,N,142,50,1,5,0.5,0.5,1.76,0,0.3,12.51,2.5
2,2020-04-01 05:55:55,2020-04-01 05:59:37,1,1.21,1,N,68,161,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 04:59:23,2020-04-01 05:25:57,5,4.55,1,N,244,18,2,20.5,0.5,0.5,0,0,0.3,21.8,0
2,2020-04-01 05:48:02,2020-04-01 05:56:37,5,1.75,1,N,244,42,2,8,0.5,0.5,0,0,0.3,9.3,0
2,2020-04-01 05:58:01,2020-04-01 06:00:12,1,.37,1,N,239,239,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,2020-04-01 05:40:19,2020-04-01 05:55:27,1,4.48,1,N,263,68,1,16,0.5,0.5,2,0,0.3,21.8,2.5
1,2020-04-01 05:51:19,2020-04-01 05:53:23,1,.50,1,N,151,238,2,4,3,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 05:31:53,2020-04-01 05:33:37,2,.64,1,N,107,137,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,2020-04-01 05:36:57,2020-04-01 05:42:15,1,1.87,1,N,142,236,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,2020-04-01 05:05:00,2020-04-01 05:16:42,1,3.60,1,N,186,13,2,12.5,3,0.5,0,0,0.3,16.3,2.5
1,2020-04-01 05:34:28,2020-04-01 05:39:30,1,1.40,1,N,234,230,1,6.5,3,0.5,1,0,0.3,11.3,2.5
2,2020-04-01 05:20:32,2020-04-01 05:33:55,1,5.59,1,N,42,143,2,18,0.5,0.5,0,0,0.3,21.8,2.5
2,2020-04-01 05:55:58,2020-04-01 06:00:40,1,1.71,1,N,48,246,1,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020-04-01 05:25:59,2020-04-01 05:29:39,1,.80,1,N,151,238,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 05:05:51,2020-04-01 05:22:33,1,11.69,1,N,261,138,2,32.5,0.5,0.5,0,0,0.3,36.3,2.5
1,2020-04-01 05:50:32,2020-04-01 05:57:53,1,1.20,1,N,168,42,2,7,0.5,0.5,0,0,0.3,8.3,0
1,2020-04-01 05:19:32,2020-04-01 05:33:41,1,3.50,1,N,142,137,2,13.5,3,0.5,0,0,0.3,17.3,2.5
2,2020-04-01 05:41:37,2020-04-01 05:47:20,1,1.66,1,N,140,233,1,6.5,0.5,0.5,1.2,0,0.3,11.5,2.5
2,2020-04-01 05:44:05,2020-04-01 06:06:39,3,7.98,1,N,42,146,2,25.5,0.5,0.5,0,0,0.3,29.3,2.5
1,2020-04-01 05:53:21,2020-04-01 06:05:58,1,4.60,1,N,13,79,1,16,2.5,0.5,3,0,0.3,22.3,2.5
2,2020-04-01 05:22:03,2020-04-01 05:28:30,1,2.65,1,N,234,43,1,9,0.5,0.5,2.56,0,0.3,17.31,2.5
2,2020-04-01 05:41:43,2020-04-01 05:53:34,1,3.72,1,N,230,75,2,13,0.5,0.5,0,0,0.3,16.8,2.5
1,2020-04-01 05:46:21,2020-04-01 06:00:05,1,2.80,1,N,186,140,2,12,3,0.5,0,0,0.3,15.8,2.5
2,2020-04-01 05:29:25,2020-04-01 05:32:56,1,1.08,1,N,100,170,1,5.5,0.5,0.5,1.5,0,0.3,10.8,2.5
2,2020-04-01 05:47:33,2020-04-01 05:54:56,1,2.27,1,N,48,162,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2020-04-01 05:23:49,2020-04-01 05:35:00,1,3.21,1,N,68,140,1,12,0.5,0.5,0,0,0.3,15.8,2.5
1,2020-04-01 05:32:21,2020-04-01 05:44:23,1,.00,1,N,75,78,1,22.2,0,0.5,0,0,0.3,23,0
2,2020-04-01 05:18:52,2020-04-01 05:46:25,1,18.46,2,N,132,50,2,-52,0,-0.5,0,0,-0.3,-55.3,-2.5
2,2020-04-01 05:18:52,2020-04-01 05:46:25,1,18.46,2,N,132,50,2,52,0,0.5,0,0,0.3,55.3,2.5
2,2020-04-01 05:01:52,2020-04-01 05:08:03,2,2.72,1,N,107,140,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,2020-04-01 05:33:01,2020-04-01 05:45:00,1,2.79,1,N,186,140,1,11.5,0.5,0.5,2,0,0.3,17.3,2.5
2,2020-04-01 05:49:00,2020-04-01 05:57:54,1,2.76,1,N,158,162,1,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2020-04-01 05:33:11,2020-04-01 05:43:49,1,4.13,1,N,90,236,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,2020-04-01 05:55:48,2020-04-01 06:02:54,1,1.78,1,N,186,79,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,2020-04-01 05:01:52,2020-04-01 05:06:23,1,1.10,1,N,186,161,2,6,3,0.5,0,0,0.3,9.8,2.5
1,2020-04-01 05:13:13,2020-04-01 05:17:07,1,1.10,1,N,186,233,1,5.5,3,0.5,2.3,0,0.3,11.6,2.5
1,2020-04-01 05:38:54,2020-04-01 05:43:29,2,.90,1,N,125,113,1,5.5,3,0.5,2.75,0,0.3,12.05,2.5
2,2020-04-01 05:31:20,2020-04-01 05:37:03,2,1.33,1,N,186,161,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2020-04-01 05:55:53,2020-04-01 06:10:22,2,3.01,1,N,186,140,1,13.5,0.5,0.5,2,0,0.3,19.3,2.5
1,2020-04-01 05:56:43,2020-04-01 06:00:47,1,1.40,1,N,141,75,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
2,2020-04-01 05:02:44,2020-04-01 05:11:24,1,1.11,1,N,186,137,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5
2,2020-04-01 05:31:32,2020-04-01 05:44:24,1,2.83,1,N,186,237,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,2020-04-01 05:44:34,2020-04-01 06:21:02,1,.00,1,N,171,171,2,20.5,0.5,0.5,0,0,0.3,21.8,0
1,2020-04-01 05:28:34,2020-04-01 05:30:07,1,.70,1,N,90,186,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
1,2020-04-01 05:06:49,2020-04-01 05:11:07,1,.90,1,N,239,239,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 05:57:31,2020-04-01 05:59:58,1,.80,1,N,48,100,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-04-01 05:11:58,2020-04-01 05:37:20,1,.00,1,N,75,181,1,32.2,0,0.5,0,0,0.3,33,0
1,2020-04-01 05:58:11,2020-04-01 06:22:14,1,.00,1,N,61,140,1,30.2,0,0.5,0,0,0.3,31,0
2,2020-04-01 05:41:55,2020-04-01 05:45:58,1,1.57,1,N,229,137,1,6.5,0.5,0.5,1.2,0,0.3,11.5,2.5
2,2020-04-01 05:48:58,2020-04-01 06:01:40,5,2.77,1,N,140,164,1,12.5,0.5,0.5,2,0,0.3,18.3,2.5
2,2020-04-01 05:56:44,2020-04-01 05:58:28,1,.67,1,N,74,75,2,4,0.5,0.5,0,0,0.3,5.3,0
1,2020-04-01 05:43:09,2020-04-01 05:45:10,1,.60,1,N,48,230,2,4,3,0.5,0,0,0.3,7.8,2.5
1,2020-04-01 05:51:18,2020-04-01 05:57:40,1,1.30,1,N,48,162,2,7,3,0.5,0,0,0.3,10.8,2.5
2,2020-03-07 16:53:56,2020-03-07 17:47:03,1,28.63,2,N,261,132,2,52,0,0.5,0,6.12,0.3,61.42,2.5
1,2020-04-01 06:29:51,2020-04-01 06:37:07,1,1.30,1,N,264,264,2,7,0,0.5,0,0,0.3,7.8,0
1,2020-04-01 06:44:39,2020-04-01 07:06:57,2,4.90,1,N,7,236,2,19.5,2.5,0.5,0,0,0.3,22.8,2.5
2,2020-04-01 06:46:06,2020-04-01 06:50:47,6,.93,1,N,68,100,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
1,2020-04-01 06:27:40,2020-04-01 06:30:02,1,1.00,1,N,186,161,2,5,2.5,0.5,0,0,0.3,8.3,2.5
